Text Content,Document,Codes,Start position,End position
"I am currently using Sublime, and trying out Code.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",40652,40702
"It looks and feels nice, but the single project Git integration is a deal breaker.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",40703,40785
"I have a Hadoop/Oozie project, and so have one repo of code, and another of working notes.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",40786,40876
"so, it'll be good to add",issue396_allCommentsText.doc,"396_claim 1, 396_support 1",40985,41009
"**Weekly Reminder: Stop posting comments with +1. They are clutter and only serve to annoy people following this issue. Instead, give a thumbs up to the initial issue, which is actually counted.**",issue396_allCommentsText.doc,396_non-argumentative,41324,41520
"I know you all meant well. So feel free to delete your +1 comment so it's not taking up space in this important historical record, too!",issue396_allCommentsText.doc,396_non-argumentative,41523,41658
"@jamietre I've tried... hard: <img width=""753"" alt=""screen shot 2016-11-18 at 6 28 16 am"" src=""https://cloud.githubusercontent.com/assets/1803684/20433434/661f49fc-ad58-11e6-8916-51656abbfb00.png"">",issue396_allCommentsText.doc,396_non-argumentative,41773,41972
"Maybe another alternative is to lock down this issue but keep open until resolved? This way, we know the importance of the issue (I'd say we already got enough +1's for it), but can't add to the clutter/redundancy (e.g. no more commenting allowed).",issue396_allCommentsText.doc,396_non-argumentative,42082,42330
"Although that's a rarely used feature I think, I only came across the lockdown on one public project/repo on Github.",issue396_allCommentsText.doc,396_non-argumentative,42333,42449
"The lockdown could be unlocked when deemed necessary, if ever.",issue396_allCommentsText.doc,396_non-argumentative,42452,42514
@daluu this is how the /aspnet/announcement repo works; every issue is immediately locked.,issue396_allCommentsText.doc,396_non-argumentative,42629,42719
æå¤çªå£è¿ä¸ªåè½æ´ä¸æï¼çä¸¤ä¸ªé¡¹ç®ä»¥ä¸çææ¡£æ¶ï¼å¾æå¸®å©ï¼,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",42979,43066
"The ""+ 1"" issue can be fixed with the following code: if (post_message == ""+1"") { add_smiley_reaction(); delete_post_message(); }",issue396_allCommentsText.doc,396_non-argumentative,44526,44655
"Dear GitHub, I'm available for hire.",issue396_allCommentsText.doc,396_non-argumentative,44658,44694
I'll tell you how you do that - you fix a basic problem that was first raised a whole year ago!,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",43971,44066
"That happens. What I am most surprised by is the reaction here, first to claim that this isn't a necessary feature, and then most of the discussion now seems to be around ""how can we stop people posting +1",issue396_allCommentsText.doc,396_non-argumentative,43762,43967
"It's called ""listening to feedback"".",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",44067,44103
"Just because you're not personally affected by a problem, it doesn't mean it doesn't exist.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",44104,44195
"If you don't want a particular group of users to use the app, then fine, but don't give us a feedback mechanism, then dispute our problem and then get annoyed with us for keeping asking for it.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",44196,44389
I'm back to using Sublime,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",44392,44417
interesting approach to the problem.,issue396_allCommentsText.doc,396_non-argumentative,43179,43215
"On the positive side, it's a very nice editor, with some nice looking Git features, but that's totally irrelevant unfortunately.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",43499,43627
"I still listen to DotNetRocks, like to keep up to date with what's going on, and was interested to hear about this Code app.",issue396_allCommentsText.doc,396_non-argumentative,43373,43498
"I was a VB/.net programmer for many years, loved the languages and the tools, but have been away for a few years in Hadoop/Spark/Scala/Intellij/Sublime-land.",issue396_allCommentsText.doc,396_non-argumentative,43216,43373
"yeah, this is never going to get fixed, is it.",issue396_allCommentsText.doc,396_non-argumentative,44807,44853
"Far easier to mock and ignore ""+1"" comments rather than actually address the core problem, software being marketed to a particular section of developers that doesn't do what it needs to for them to be productive ...",issue396_allCommentsText.doc,396_non-argumentative,44854,45069
"just read this one ""Every direct reply to this comment (=more meta) will result in me blocking the user."" - now, that's how to manage feedback!",issue396_allCommentsText.doc,396_non-argumentative,45072,45215
"Stick your fingers in your ears and say ""can't hear you!""",issue396_allCommentsText.doc,396_non-argumentative,45217,45274
"@kryps1 then people will add ""+ 1"" or ""++1"" or ""1+"" or ""bump"" or ""Yes, please. +1"". Whatever you would do people will find a way around that.",issue396_allCommentsText.doc,396_non-argumentative,45401,45542
Is not as easy as you think.,issue396_allCommentsText.doc,396_non-argumentative,45543,45571
Stop with the useless debate of `+1`'s please...,issue396_allCommentsText.doc,396_non-argumentative,45680,45728
"For the `git` problem, it just has to be splitted the same way the explorer is (ie by cwd).",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",45804,45895
Let's not start a flame war over the +1 stuff.,issue396_allCommentsText.doc,396_non-argumentative,46003,46049
It would definitely be nice if this issue was given priority.,issue396_allCommentsText.doc,"396_claim 8, 396_support 8",46050,46111
"But would like to mention to the community, I assume PRs and contributions are welcome ;-) someone can go patch/fix the code if the core developers don't get to it.",issue396_allCommentsText.doc,396_non-argumentative,46114,46278
"And back to the +1 topic, bumping up issue and adding your opinion is good, but the +1 is a lame way to do it if there's other methods available like the thumbs up feature. Consider a Facebook post, or the original Google+ post, and users/readers go add a +1 comment instead of clicking Like (or one of Facebook's new reactions), or +1 for Google+. Over time that's a long comment thread of lame +1s, where as I reader I might be scrolling to view interesting comments but I end up seeing bunch of +1s.",issue396_allCommentsText.doc,396_non-argumentative,46561,47063
"On a related note, here's a silly (but good intention) use of a GH issue, thank god, people didn't all go +1 on it though: https://github.com/sinatra/sinatra/issues/920",issue396_allCommentsText.doc,396_non-argumentative,47241,47409
Not really. See this comment from August: https://github.com/Microsoft/vscode/issues/396#issuecomment-241806158,issue396_allCommentsText.doc,396_non-argumentative,47564,47675
"Apparently this issue is in the [Roadmap](https://github.com/Microsoft/vscode/wiki/Roadmap) since at least then, but there has been no progress on it. It would be nice to hear a status update from the VSCode team.",issue396_allCommentsText.doc,396_non-argumentative,47678,47891
multiple project folders is needed.,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",48061,48096
"In Atom, it supports GIT, and the only way I use it is to note which files have changes.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",48099,48187
I have a Rackspace server that won't allow SSH so manual uploads I go.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",48188,48258
"However, I am able to have multiple project folders in the sidebar, and it makes it so much easier to reference code I've used in a previous project.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",48259,48408
Or switch gears to another project if I need a breather.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",48409,48465
"and man do I wanna switch, is that lack of multiple project folders in the side bar.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",48528,48612
"but if I only need 3/20 folders, and I don't wanna see the loose files, then this should be an easy implementation, right?",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",48691,48813
"Update: The big workbench update coming soon is hot exit (#101), while working on hot exit we've been actively discussing this issue to ensure the design takes multiple folders into consideration.",issue396_allCommentsText.doc,396_non-argumentative,48922,49118
"This issue is [currently number 2](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+is%3Aopen+sort%3Areactions-%2B1-desc) in terms of :+1: reactions of all issues (number 1 by a long way tagged workbench), as such this is very likely the next large piece of work for the workbench after hot exit.",issue396_allCommentsText.doc,396_non-argumentative,49121,49424
On :+1: comments; they only serve to annoy the 80+ people subscribed to the issue.,issue396_allCommentsText.doc,396_non-argumentative,49433,49515
"Also keep in mind we're a relatively small team and that the cleanliness of the codebase and performance of vscode is very important, so things take time to do right.",issue396_allCommentsText.doc,"396_against 8, 396_warrant 8",49634,49800
"Particularly for something like this which is a fundamental change to how vscode has been build to date, there's quite a bit of work in this issue.",issue396_allCommentsText.doc,"396_against 8, 396_warrant 8",49801,49948
