Text Content,Document,Codes,Start position,End position,time_pre,author_pre,time_cur,author_cur,time_next,author_next,author_association
"So, when I open `/root`, then any file in `root/server/` should be handled as if I would open `root/server/` directly.",issue396_allCommentsText.doc,"396_claim 9, 396_support 9",30707,30825,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,2016-09-23T19:10:49Z,KioriSun,NONE
This is really needed.,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",31067,31089,2016-09-19T19:03:05Z,scharf,2016-09-23T19:10:49Z,KioriSun,2016-09-25T04:34:54Z,joerx,NONE
+1.,issue396_allCommentsText.doc,396_non-argumentative,31199,31202,2016-09-23T19:10:49Z,KioriSun,2016-09-25T04:34:54Z,joerx,2016-09-25T13:02:33Z,jeffery9,NONE
This is really needed.,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",31335,31357,2016-09-25T04:34:54Z,joerx,2016-09-25T13:02:33Z,jeffery9,2016-09-25T13:07:37Z,jeffery9,NONE
there have a workaround to nest folders under a  vscode workspace.,issue396_allCommentsText.doc,396_non-argumentative,31475,31541,2016-09-25T13:02:33Z,jeffery9,2016-09-25T13:07:37Z,jeffery9,2016-09-28T17:41:04Z,russellholmes,NONE
I agree - i think this request is a definite requirement.,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",31755,31812,2016-09-25T13:07:37Z,jeffery9,2016-09-28T17:41:04Z,russellholmes,2016-10-04T14:23:07Z,soljohnston777,NOT FOUND
and not having this feature is a real deal breaker for my just now - thats why i have to use sublime.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",31909,32010,2016-09-25T13:07:37Z,jeffery9,2016-09-28T17:41:04Z,russellholmes,2016-10-04T14:23:07Z,soljohnston777,NOT FOUND
Please add it!,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",32011,32025,2016-09-25T13:07:37Z,jeffery9,2016-09-28T17:41:04Z,russellholmes,2016-10-04T14:23:07Z,soljohnston777,NOT FOUND
On the left hand side you show the folder you are in as a project.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",32144,32210,2016-09-28T17:41:04Z,russellholmes,2016-10-04T14:23:07Z,soljohnston777,2016-10-10T15:18:56Z,enyachoke,NONE
This could work if you had it where you can see each folder area (project) open there.,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",32212,32298,2016-09-28T17:41:04Z,russellholmes,2016-10-04T14:23:07Z,soljohnston777,2016-10-10T15:18:56Z,enyachoke,NONE
You can expand it and collapse it like you do now (but for multiple folder areas).,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",32300,32382,2016-09-28T17:41:04Z,russellholmes,2016-10-04T14:23:07Z,soljohnston777,2016-10-10T15:18:56Z,enyachoke,NONE
An awesome editor if only I could switch between two projects.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",32496,32558,2016-10-04T14:23:07Z,soljohnston777,2016-10-10T15:18:56Z,enyachoke,2016-10-10T16:37:56Z,Tyriar,NONE
"Hi all, I recommend the [Git Project Manager](https://marketplace.visualstudio.com/items?itemName=felipecaputo.git-project-manager) extension if you do a lot of switching between projects in the meantime.",issue396_allCommentsText.doc,396_non-argumentative,32689,32893,2016-10-10T15:18:56Z,enyachoke,2016-10-10T16:37:56Z,Tyriar,2016-10-17T15:07:46Z,soljohnston777,MEMBER
When I switch projects I either go:,issue396_allCommentsText.doc,396_non-argumentative,33065,33100,2016-10-10T15:18:56Z,enyachoke,2016-10-10T16:37:56Z,Tyriar,2016-10-17T15:07:46Z,soljohnston777,MEMBER
Or if I want to open the project in another window I hit <kbd>ctrl</kbd>+<kbd>shift</kbd>+<kbd>n</kbd> beforehand.,issue396_allCommentsText.doc,396_non-argumentative,33241,33355,2016-10-10T15:18:56Z,enyachoke,2016-10-10T16:37:56Z,Tyriar,2016-10-17T15:07:46Z,soljohnston777,MEMBER
![untitled-1](https://cloud.githubusercontent.com/assets/17998720/19443154/b03bf49e-9440-11e6-9889-a8e2956e6a7e.jpg) This is a screen shot on how you can easily have multiple projects.,issue396_allCommentsText.doc,"396_ground 1, 396_against 1",33563,33749,2016-10-10T16:37:56Z,Tyriar,2016-10-17T15:07:46Z,soljohnston777,2016-10-17T15:14:25Z,jamietre,NONE
"If I refactor a class name in TypeScript, should it refactor in project A or project B, or both?",issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",3214,3310,2015-11-22T06:33:13Z,Tyriar,2015-11-22T06:57:41Z,dmccaffery,2015-11-22T08:18:51Z,yoorek,NONE
What if the same class name exists in both projects with different meanings?,issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",3311,3387,2015-11-22T06:33:13Z,Tyriar,2015-11-22T06:57:41Z,dmccaffery,2015-11-22T08:18:51Z,yoorek,NONE
What if one is loosely referencing the other?,issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",3388,3433,2015-11-22T06:33:13Z,Tyriar,2015-11-22T06:57:41Z,dmccaffery,2015-11-22T08:18:51Z,yoorek,NONE
Maybe I am missing something...,issue396_allCommentsText.doc,396_non-argumentative,3919,3950,2015-11-22T06:33:13Z,Tyriar,2015-11-22T06:57:41Z,dmccaffery,2015-11-22T08:18:51Z,yoorek,NONE
"This extension works perfect, just needs a tighter integration to make the switching faster.",issue396_allCommentsText.doc,"396_claim 3, 396_support 3",8856,8948,2016-07-06T15:50:32Z,matthewatabet,2016-07-06T16:14:53Z,kalinkrustev,2016-07-07T00:50:03Z,xcorpio,NONE
"Look at the code, get ideas, heck even use some of it (make sure to include licensing as needed).",issue396_allCommentsText.doc,"396_against 4, 396_warrant 4",20402,20500,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
"That is one of the great things about foss (free open source software), collaboration and knowledge sharing.",issue396_allCommentsText.doc,"396_against 4, 396_warrant 4",20500,20608,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
Dealbreaker for me.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",31203,31222,2016-09-23T19:10:49Z,KioriSun,2016-09-25T04:34:54Z,joerx,2016-09-25T13:02:33Z,jeffery9,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,31360,31362,2016-09-25T04:34:54Z,joerx,2016-09-25T13:02:33Z,jeffery9,2016-09-25T13:07:37Z,jeffery9,NONE
"just to create a  symbol link to the workspace's folder, like this  `mklink  /d  link  target`",issue396_allCommentsText.doc,396_non-argumentative,31543,31637,2016-09-25T13:02:33Z,jeffery9,2016-09-25T13:07:37Z,jeffery9,2016-09-28T17:41:04Z,russellholmes,NONE
A real Dealbreaker.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",32559,32578,2016-10-04T14:23:07Z,soljohnston777,2016-10-10T15:18:56Z,enyachoke,2016-10-10T16:37:56Z,Tyriar,NONE
@soljohnston777 the problem is that git integration (or any other kind of VS code config) isn't supported at a folder level.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",33862,33986,2016-10-17T15:07:46Z,soljohnston777,2016-10-17T15:14:25Z,jamietre,2016-10-18T13:57:59Z,scharf,NONE
Huh really?,issue396_allCommentsText.doc,396_non-argumentative,34210,34221,2016-10-17T15:14:25Z,jamietre,2016-10-18T13:57:59Z,scharf,2016-10-18T14:01:42Z,jamietre,NONE
Did VSCode repeat the errors eclipse made when it comes to the workspace concept?,issue396_allCommentsText.doc,396_non-argumentative,34222,34303,2016-10-17T15:14:25Z,jamietre,2016-10-18T13:57:59Z,scharf,2016-10-18T14:01:42Z,jamietre,NONE
"That would be surprising, knowing that quite a few members of the VSCode team have been part of the core eclipse team....",issue396_allCommentsText.doc,396_non-argumentative,34304,34425,2016-10-17T15:14:25Z,jamietre,2016-10-18T13:57:59Z,scharf,2016-10-18T14:01:42Z,jamietre,NONE
"I can't speak to the philosophy of the architects here, but this fact (that config is per-instance and not per folder) is the whole reason for this issue and discussion.",issue396_allCommentsText.doc,396_non-argumentative,34623,34792,2016-10-18T13:57:59Z,scharf,2016-10-18T14:01:42Z,jamietre,2016-10-18T14:24:26Z,soljohnston777,NONE
Why not implement it like that inside VSCode?(separate window per side project button - just reference it inside).,issue396_allCommentsText.doc,"396_claim 10, 396_support 10",34961,35075,2016-10-18T14:01:42Z,jamietre,2016-10-18T14:24:26Z,soljohnston777,2016-10-18T20:26:52Z,aga5tya,NONE
Having a parent folder housing subfolders which are independent git repositories are really helpfull when they all belong to the same project.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",35550,35692,2016-10-18T14:24:26Z,soljohnston777,2016-10-18T20:26:52Z,aga5tya,2016-10-19T15:18:32Z,philicious,NONE
"Would like to see this available,  atleast with an optional configuration flag in settings.",issue396_allCommentsText.doc,"396_claim 1, 396_support 1",35693,35784,2016-10-18T14:24:26Z,soljohnston777,2016-10-18T20:26:52Z,aga5tya,2016-10-19T15:18:32Z,philicious,NONE
I also like to express my strong interest in having git support for multiple git repos.,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",35899,35986,2016-10-18T20:26:52Z,aga5tya,2016-10-19T15:18:32Z,philicious,2016-10-20T22:57:00Z,doughywilson,NONE
"It would save the hassle of coding it inside the program, yet the projects show inside, and make it easy to integrate and develop.",issue396_allCommentsText.doc,"396_warrant 10, 396_support 10",35077,35207,2016-10-18T14:01:42Z,jamietre,2016-10-18T14:24:26Z,soljohnston777,2016-10-18T20:26:52Z,aga5tya,NONE
You can use separate VScode windows for projects.,issue396_allCommentsText.doc,"396_ground 10, 396_support 10",34911,34960,2016-10-18T14:01:42Z,jamietre,2016-10-18T14:24:26Z,soljohnston777,2016-10-18T20:26:52Z,aga5tya,NONE
Git can be independently placed for each folder area for multiple projects...,issue396_allCommentsText.doc,"396_claim 10, 396_support 10",35210,35288,2016-10-18T14:01:42Z,jamietre,2016-10-18T14:24:26Z,soljohnston777,2016-10-18T20:26:52Z,aga5tya,NONE
"I find the git to be confusing with VSCode, so I tend to just do the command line anyways (which seems like you should be able to do that in VSCode).",issue396_allCommentsText.doc,"396_warrant 10, 396_support 10",35289,35438,2016-10-18T14:01:42Z,jamietre,2016-10-18T14:24:26Z,soljohnston777,2016-10-18T20:26:52Z,aga5tya,NONE
+1.,issue396_allCommentsText.doc,396_non-argumentative,36103,36106,2016-10-19T15:18:32Z,philicious,2016-10-20T22:57:00Z,doughywilson,2016-10-21T02:17:33Z,kennethtaylor,NONE
This is a main feature that prevents my adoption of VSCode as my main editor.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",36107,36184,2016-10-19T15:18:32Z,philicious,2016-10-20T22:57:00Z,doughywilson,2016-10-21T02:17:33Z,kennethtaylor,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,36302,36304,2016-10-20T22:57:00Z,doughywilson,2016-10-21T02:17:33Z,kennethtaylor,2016-10-22T13:37:32Z,d-sparks,NONE
"(Key: not having them all open at once, but switching between them, and having the editor remember which files were open and in which workspaces.)",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",36506,36652,2016-10-21T02:17:33Z,kennethtaylor,2016-10-22T13:37:32Z,d-sparks,2016-10-24T07:28:43Z,danechitoaie,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,36769,36771,2016-10-22T13:37:32Z,d-sparks,2016-10-24T07:28:43Z,danechitoaie,2016-10-24T07:32:11Z,dmccaffery,NONE
"Our setup is something like core code in on GIT repo, some regional code in another repo, and project specific code in another repo so when you work on a project you need to code from all three (or more) repos.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",36772,36982,2016-10-22T13:37:32Z,d-sparks,2016-10-24T07:28:43Z,danechitoaie,2016-10-24T07:32:11Z,dmccaffery,NONE
"Not being able to have a ""project"" with it's own specific settings and the ability to add multiple folders from multiple sources it's king of a blocker.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",36983,37135,2016-10-22T13:37:32Z,d-sparks,2016-10-24T07:28:43Z,danechitoaie,2016-10-24T07:32:11Z,dmccaffery,NONE
@danechitoaie how do you know that a change you make to your core repo doesn't break someone else relying on it for a different region or project code base?,issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",37250,37406,2016-10-24T07:28:43Z,danechitoaie,2016-10-24T07:32:11Z,dmccaffery,2016-10-24T07:35:06Z,danechitoaie,NONE
Seems like a dangerous way to work; there should be separate release management using some kind of package management system or the like.,issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",37407,37544,2016-10-24T07:28:43Z,danechitoaie,2016-10-24T07:32:11Z,dmccaffery,2016-10-24T07:35:06Z,danechitoaie,NONE
"Agree, it is and they should/could do a lot things much better but...",issue396_allCommentsText.doc,396_non-argumentative,37784,37853,2016-10-24T07:32:11Z,dmccaffery,2016-10-24T07:35:06Z,danechitoaie,2016-10-24T07:36:48Z,dmccaffery,NONE
Understood.,issue396_allCommentsText.doc,396_non-argumentative,38039,38050,2016-10-24T07:35:06Z,danechitoaie,2016-10-24T07:36:48Z,dmccaffery,2016-10-25T07:39:46Z,min20,NONE
I love it when that sort of thing happens.,issue396_allCommentsText.doc,396_non-argumentative,38051,38093,2016-10-24T07:35:06Z,danechitoaie,2016-10-24T07:36:48Z,dmccaffery,2016-10-25T07:39:46Z,min20,NONE
![b2r1ifriyaa-bnh](https://cloud.githubusercontent.com/assets/3433148/19676847/7ab6c690-9ad1-11e6-9ea2-139f987ba2a6.png)How about this?,issue396_allCommentsText.doc,"396_claim 10, 396_support 10",38203,38339,2016-10-24T07:36:48Z,dmccaffery,2016-10-25T07:39:46Z,min20,2016-10-25T07:52:41Z,nvcnvn,NONE
For me a simple switch button like that just not enough.,issue396_allCommentsText.doc,"396_claim 10, 396_against 10",38450,38506,2016-10-25T07:39:46Z,min20,2016-10-25T07:52:41Z,nvcnvn,2016-11-05T07:55:58Z,mkszepp,NONE
"If we need just that simple, open 2 instances (ctrl shift N) then use your OS hotkey to switch between windows/workspaces is pretty the same.",issue396_allCommentsText.doc,"396_against 10, 396_warrant 10",38507,38648,2016-10-25T07:39:46Z,min20,2016-10-25T07:52:41Z,nvcnvn,2016-11-05T07:55:58Z,mkszepp,NONE
"I love to have something that make easier to compare files, projects structure, something help me to quickly do minor changes and build and keep all the diff in the same screen, able to revert the changes for all the projects i working with.",issue396_allCommentsText.doc,"396_against 10, 396_warrant 10",38649,38890,2016-10-25T07:39:46Z,min20,2016-10-25T07:52:41Z,nvcnvn,2016-11-05T07:55:58Z,mkszepp,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,39002,39004,2016-10-25T07:52:41Z,nvcnvn,2016-11-05T07:55:58Z,mkszepp,2016-11-06T00:05:09Z,Fenkiou,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,39116,39118,2016-11-05T07:55:58Z,mkszepp,2016-11-06T00:05:09Z,Fenkiou,2016-11-11T13:28:59Z,williamokano,NONE
Kind of workaround for macOS Sierra.,issue396_allCommentsText.doc,"396_against 10, 396_warrant 10",39121,39157,2016-11-05T07:55:58Z,mkszepp,2016-11-06T00:05:09Z,Fenkiou,2016-11-11T13:28:59Z,williamokano,NONE
One tab per project inside one window by setting `Prefer tabs when opening documents` to `Always` in dock settings.,issue396_allCommentsText.doc,"396_ground 10, 396_against 10",39160,39275,2016-11-05T07:55:58Z,mkszepp,2016-11-06T00:05:09Z,Fenkiou,2016-11-11T13:28:59Z,williamokano,NONE
But it will affects others apps behavior too..,issue396_allCommentsText.doc,"396_against 10, 396_warrant 10",39276,39322,2016-11-05T07:55:58Z,mkszepp,2016-11-06T00:05:09Z,Fenkiou,2016-11-11T13:28:59Z,williamokano,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,39439,39441,2016-11-06T00:05:09Z,Fenkiou,2016-11-11T13:28:59Z,williamokano,2016-11-11T18:48:11Z,nucleardreamer,NONE
This is becoming a killer for me.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",39560,39593,2016-11-11T13:28:59Z,williamokano,2016-11-11T18:48:11Z,nucleardreamer,2016-11-11T18:51:18Z,ddreggors,NONE
"I love the program, but man do I not like one just having one window...",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",39594,39665,2016-11-11T13:28:59Z,williamokano,2016-11-11T18:48:11Z,nucleardreamer,2016-11-11T18:51:18Z,ddreggors,NONE
"Honestly, I had to stop using Code because as much as I like it, it became too cumbersome switching windows.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",39779,39887,2016-11-11T18:48:11Z,nucleardreamer,2016-11-11T18:51:18Z,ddreggors,2016-11-14T16:36:41Z,hugobessa,NONE
"If this gets fixed in the future I will try it again, until then this is a show stopper for me and every person I had test it.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",39890,40016,2016-11-11T18:48:11Z,nucleardreamer,2016-11-11T18:51:18Z,ddreggors,2016-11-14T16:36:41Z,hugobessa,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,40130,40132,2016-11-11T18:51:18Z,ddreggors,2016-11-14T16:36:41Z,hugobessa,2016-11-14T17:44:11Z,dbkaplun,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,40245,40247,2016-11-14T16:36:41Z,hugobessa,2016-11-14T17:44:11Z,dbkaplun,2016-11-14T18:10:29Z,Tyriar,NONE
Please prefer :+1: reactions on the original issue comment as that helps us with prioritization and doesn't send notifications to everyone listening to the issue for updates.,issue396_allCommentsText.doc,396_non-argumentative,40358,40532,2016-11-14T17:44:11Z,dbkaplun,2016-11-14T18:10:29Z,Tyriar,2016-11-16T09:53:28Z,riotgibbon,MEMBER
